epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.068,0.18,0.8200000000000001,0.18,-0.2129378765821457,0.30456175370141864,0.24206083961484715,7.426490444686497,0.39783419201484227,47.456177186686546,1.4115296980315097
0.069,0.18,0.8200000000000001,0.18,-0.2412540465593338,0.3107427689060569,0.23940044514967085,7.448031964512775,0.3392841381120894,47.27992579806596,1.6006920616655662
0.07,0.2,0.8,0.2,-0.26826366782188416,0.3030133076198399,0.261930887134549,7.4690335668309125,0.38814375569211124,47.3681157361716,1.8358629055288491
0.071,0.17,0.83,0.17,-0.2631300091743469,0.32630661139264705,0.25849110523288105,7.48643218044308,0.36957650045969104,47.66988870687783,1.5021477881361154
0.072,0.14,0.86,0.14,-0.25466006994247437,0.3428708319552243,0.24455537408187808,7.458311642711051,0.31654722177814226,47.13905862532556,1.4357106296149338
0.073,0.12,0.88,0.12,-0.22074131667613983,0.36382445802912117,0.23146473331756834,7.612593593085185,1.2040721998602832,47.105966093949974,1.3062706015245094
0.074,0.11,0.89,0.11,-0.30000001192092896,0.3477393239829689,0.2096309233966349,7.570182843022049,0.39215612802974326,46.96758876554668,2.029003102159461
0.075,0.07,0.9299999999999999,0.07,-0.2939465045928955,0.3723995291441679,0.19827371127278404,7.555160829508677,0.29508777086066157,47.506812198553234,1.6730141687815236
0.076,0.08,0.92,0.08,-0.2688649892807007,0.3574854300916195,0.1977309046086306,7.573788455924951,0.3090757140816422,46.689388926606625,1.3742970278424935
0.077,0.08,0.92,0.08,-0.26086533069610596,0.3603822795301676,0.18739874619110183,7.573962864355417,0.30127658388334544,47.087601707316935,2.387556369385585
0.078,0.05,0.95,0.05,-0.30000001192092896,0.37186524271965027,0.16678972854853294,7.798924304324901,2.1032773985672644,47.63540539657697,4.193413890236377
0.079,0.02,0.98,0.02,-0.21655206382274628,0.3913260090351105,0.15405801047957723,7.573400799462106,0.2776727118691648,47.513254603836685,2.5434237794431236
0.08,0.02,0.98,0.02,-0.1901695430278778,0.38848392486572264,0.15501256275852382,7.572074875889812,0.275576919837658,47.090527780819684,2.928706272766654
0.081,0.02,0.98,0.02,-0.14660270512104034,0.399069285094738,0.18710159275177188,7.574591401892248,0.28557591901607143,47.483797336462885,2.9894554973737693
0.082,0.01,0.99,0.01,-0.14814671874046326,0.4126355105638504,0.21060428483778534,7.599176437336719,0.3257360526175461,46.9225682830438,1.3648097924569342
0.083,0.02,0.98,0.02,-0.27986428141593933,0.43362412065267564,0.2604544680556538,7.702306864799466,1.136321130660058,47.946143192239106,1.9860007863888982
0.084,0.0,1.0,0.0,0.0548720620572567,0.46163551952689885,0.27719014470438,7.58761250254116,0.4145013992483759,47.119376198388636,1.348164147809947
0.085,0.0,1.0,0.0,0.2496645599603653,0.46219852223992347,0.27446000973758905,7.566998852898832,0.3569657051959264,47.30618783971295,2.9215225034699706
0.086,0.0,1.0,0.0,0.2718185782432556,0.4998107713460922,0.3175114694029922,7.516282734227134,0.405995681693973,48.108684576582164,2.122041945981994
0.087,0.0,1.0,0.0,0.23321948945522308,0.5058875577151776,0.3290347753910221,7.524022796782665,0.420633451811572,53.62324294401333,6.599249282686232
0.088,0.0,1.0,0.0,0.23075343668460846,0.5404869283735753,0.35272340381099637,7.512966099653859,0.40422073910470546,53.96542542614043,7.273439110162933
0.089,0.0,1.0,0.0,0.27848049998283386,0.5733043521642684,0.37556123434732286,7.505425058485708,0.43987473041352965,55.04381801467389,5.767809543615284
0.09,0.0,1.0,0.0,0.2723090350627899,0.6228257277607918,0.4007249745332596,7.4581945009948685,0.45723524296814755,52.059942733030766,4.751925983337203
0.091,0.0,1.0,0.0,0.2566101849079132,0.6506739196181297,0.41536692101391354,7.425461503313854,0.47619669911151863,52.99612138187513,5.342181924502468
0.092,0.0,1.0,0.0,0.26789698004722595,0.6964631313085556,0.43008913674509847,7.381192957906751,0.46824652538153755,53.65341700380668,5.392686902714934
0.093,0.0,1.0,0.0,0.266467422246933,0.7562418124079704,0.44243041407036543,7.3042770083597865,0.4769066338994069,52.99250452546403,5.762177715307719
0.094,0.0,1.0,0.0,0.19517526030540466,0.7640579800307751,0.4521260642768041,7.293571916436776,0.4977914506478438,53.15045163035393,5.671156283722699
0.095,0.0,1.0,0.0,0.2486843317747116,0.8111275358498097,0.4586002075758024,7.236555743856588,0.4826670306957586,52.25223776185885,4.833248352780971
0.096,0.0,1.0,0.0,0.2526203989982605,0.8636014869809151,0.4549511781659053,7.193700186206261,0.4881017261244797,54.263302080798894,6.091531460721117
0.097,0.0,1.0,0.0,0.2439970076084137,0.876536228954792,0.45442979963943925,7.175759947282495,0.4847079152896277,53.824740373529494,5.6031031749083064
0.098,0.0,1.0,0.0,0.25501734018325806,0.919599646627903,0.4446030702607866,7.151820778505644,0.4983367321729857,53.045081719756126,5.360660524785159
0.099,0.0,1.0,0.0,0.23609371483325958,0.9291608528792858,0.4489971842880051,7.129889091857476,0.48251417092637156,42.21307572675869,8.616463509455425
0.1,0.0,1.0,0.0,0.27156463265419006,0.962007357776165,0.4399131100529839,7.08993006022065,0.47499197297978774,40.1569322287105,7.965664405135063
