epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.145,0.0,1.0,0.0,1.0539228916168213,1.4838875710964203,0.10717928194360764,5.818386214661878,0.5144032981532196,133.99643657001434,4.771465524135193
0.146,0.0,1.0,0.0,1.0591648817062378,1.4837141823768616,0.11215992357470103,5.859421340653207,0.5370061089094391,133.19563368029776,5.400962305463871
0.147,0.0,1.0,0.0,1.1044741868972778,1.4914902245998383,0.10647245051489777,5.862515649136622,0.5603782057639622,134.1344820598897,5.458723755971479
0.148,0.0,1.0,0.0,1.109924554824829,1.496599736213684,0.10990239267391463,5.870668435827829,0.499337027683753,135.37733089149697,6.485283239438059
0.149,0.0,1.0,0.0,1.1440742015838623,1.5099628841876984,0.10679295779471885,5.852351391890552,0.4850470700086468,138.41705984988948,8.188358027026654
0.15,0.0,1.0,0.0,1.1491613388061523,1.5230568611621857,0.09910854461882146,5.888687211181969,0.4916607578110629,134.34712456000852,5.397525094553235
0.151,0.0,1.0,0.0,1.0699481964111328,1.5175376641750336,0.11733996973834085,5.8869429850694726,0.4361349542946247,135.47593378956662,6.358214687703697
0.152,0.0,1.0,0.0,1.1082816123962402,1.521939628124237,0.1148875515156313,5.872214244520292,0.38899401531297717,132.98554523149505,4.1951411108156105
0.153,0.0,1.0,0.0,1.2009037733078003,1.5285001635551452,0.11243365817416763,5.904904601548333,0.5063045678483661,135.54901780880755,6.968545886123767
0.154,0.0,1.0,0.0,1.1191269159317017,1.5245084393024444,0.120037433489894,5.906653569326736,0.5365459812577787,133.25254810988554,6.03968653640143
0.155,0.0,1.0,0.0,1.1239250898361206,1.5323117470741272,0.11709450695837732,5.8799608550174165,0.4843591696663336,133.90689311927417,5.667104217004632
0.156,0.0,1.0,0.0,1.024401068687439,1.527415279150009,0.13143162841632916,5.9186173261911605,0.49593251761976154,134.46080918001826,5.431354418835513
0.157,0.0,1.0,0.0,1.0302026271820068,1.5306226444244384,0.13660209798783648,5.954219946614467,0.5371211619501096,137.93463244030136,7.774983278364216
0.158,0.0,1.0,0.0,1.0142697095870972,1.5329895901679993,0.14210433690561694,5.951657771216706,0.4666858479980614,133.90254161990015,4.6883448307037
0.159,0.0,1.0,0.0,1.0212297439575195,1.5377624607086182,0.14244038398347195,5.9853651532181535,0.5689555005197814,133.25331215033657,4.395077589830339
0.16,0.0,1.0,0.0,1.0242552757263184,1.5444368028640747,0.14071904986311876,6.002809721487575,0.536125316298221,139.780086690007,7.614118637059429
0.161,0.0,1.0,0.0,1.02777898311615,1.5514227843284607,0.1417286939264751,5.986296820738353,0.5159995233865259,137.0320692997484,6.917998861603502
0.162,0.0,1.0,0.0,1.1409721374511719,1.561404139995575,0.1336938091372051,5.980105593726039,0.4904394588701713,132.77536754118046,3.212298658110714
0.163,0.0,1.0,0.0,1.1322104930877686,1.570733562707901,0.1323678945605493,5.966400954644196,0.5001304865713926,138.43673163064523,7.336737823544476
0.164,0.0,1.0,0.0,1.14560067653656,1.5730435943603516,0.13911425179299428,5.956830874655862,0.47852746876629715,135.0107007905899,3.7097022569278737
0.165,0.0,1.0,0.0,0.9867129325866699,1.5729718625545501,0.14332826993327613,6.000482326787896,0.5354578381229408,134.04002638009842,4.135376156270624
0.166,0.0,1.0,0.0,1.2103660106658936,1.5846299648284912,0.13189114884221256,5.9943450059508905,0.528602415462202,135.889976589242,5.1538990540557
0.167,0.0,1.0,0.0,0.39197564125061035,1.5764385211467742,0.17989415458269448,6.03611486281734,0.6413549968302917,135.7364974101074,4.460134953071296
0.168,0.0,1.0,0.0,0.9775194525718689,1.591336753964424,0.14615409463149562,6.0741929780878126,0.6256512760973097,138.8886415491288,6.840372951060668
0.169,0.0,1.0,0.0,0.7309755086898804,1.5938881027698517,0.15170020295744532,6.076323943973985,0.5949166351148968,140.32486000738572,6.502864871109268
0.17,0.0,1.0,0.0,1.2339454889297485,1.5942382109165192,0.13651054347711816,6.116098799381871,0.6238197638025725,135.9081632384914,5.269112327975834
0.171,0.0,1.0,0.0,0.9469642043113708,1.5973573786020279,0.14053135468015324,6.094326486422215,0.5785457562233434,136.07693757978268,3.388858949945503
