Algorithm,Method,SourceFile,Run,Seed,SimSteps,Dt,ObsUpdateSteps,RunMinDistance,SafetyViolation,Collision,FirstCollisionStep,CollisionSteps,RunMaxComputeTimeMs,RunMeanComputeTimeMs,WallTimeS,TotalControlEffort,TotalFullCost,TerminalFullCost,TotalTrackingControlCost,TerminalTrackingCost,TotalQRStageCost,TotalQSigmaInvStageCost,MovingCollisionRadius,MovingSafeRadius,DroneRadius,DrEpsCvar,CvarAlpha,CvarN,RiskCostA,RiskCostCu,SigmaCp,Nmc,OmegaSoft,OmegaHard
RAMPPI,ramppi,RA_mppi_crazyflie.py,56,1896964420,520,0.02,15,0.07383068239479065,1.0,1.0,163,3,34.472123021259904,32.04168648808263,17.206897344905883,50.98206558452482,1682.1063323544379,0.8398765682360593,1378.0010571141343,0.8398765682360593,1378.0010571141343,1378.0010571141343,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,56,1881585973,520,0.02,15,0.08713712660552424,0.0,0.0,-1,0,34.843154018744826,32.4635097085355,17.424875205848366,55.842143647625896,3921.3315955529333,0.17127721933831158,1687.2032026471193,0.17127721933831158,1687.2032026471193,1687.2032026471193,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,56,2034156137,520,0.02,15,0.07426328869654064,1.0,1.0,50,7,35.15548002906144,32.471870717395525,17.430541440146044,59.549367329974864,16340.472473390986,0.9018219451939867,1300.5337040520033,0.9018219451939867,1300.5337040520033,1300.5337040520033,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,57,257125713,520,0.02,15,0.05966681931780426,1.0,1.0,55,18,31.765026040375233,29.59067796786817,15.900269605917856,48.1098834025732,15029.229922425147,3.4519996494081773,1804.6230696534615,3.4519996494081773,1804.6230696534615,1804.6230696534615,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,57,58806094,520,0.02,15,0.08613150995116499,0.0,0.0,-1,0,34.69246788881719,32.16841110753683,17.27495412202552,51.584599120376296,1400.0586875663162,0.031236938733766262,1368.004547794108,0.031236938733766262,1368.004547794108,1368.004547794108,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,57,2081075819,520,0.02,15,0.09650332536318593,0.0,0.0,-1,0,35.008953185752034,32.40154063141045,17.39310306799598,55.34176493506614,3749.93294613126,0.026936088200841438,1872.7199207951041,0.026936088200841438,1872.7199207951041,1872.7199207951041,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,57,1970857936,520,0.02,15,0.06870722764326968,1.0,1.0,155,13,35.217127995565534,32.844054458501674,17.625211722915992,55.81281716622013,2924.162956656492,0.5115179147521093,1151.1649439367236,0.5115179147521093,1151.1649439367236,1151.1649439367236,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,58,1721470524,520,0.02,15,0.06269837425352433,1.0,1.0,54,18,32.204532995820045,29.447898264669885,15.828429941786453,48.63993100896663,15079.524957125279,3.5359867217451177,1822.206699319325,3.5359867217451177,1822.206699319325,1822.206699319325,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,58,260971939,520,0.02,15,0.0851773265426749,0.0,0.0,-1,0,34.885274013504386,31.9796823112903,17.175157418940216,51.83841758455425,1500.6634638014136,0.3199106776780657,1374.4584434856042,0.3199106776780657,1374.4584434856042,1374.4584434856042,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,58,1432184335,520,0.02,15,0.09365232402807541,0.0,0.0,-1,0,35.2895928081125,32.55536464992194,17.475922708166763,56.29705421382074,4447.573780097307,0.9169997130314819,1815.8673492131522,0.9169997130314819,1815.8673492131522,1815.8673492131522,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,58,1605990834,520,0.02,15,0.07655261046182692,1.0,1.0,50,7,35.64273798838258,32.70991797952984,17.55476973694749,65.45546551403038,9139.185299590667,0.7968097008333603,1349.7733119994853,0.7968097008333603,1349.7733119994853,1349.7733119994853,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,59,620819972,520,0.02,15,0.05870252862229435,1.0,1.0,162,15,32.34486794099212,29.645030178989355,15.93219003919512,48.14419259727447,15040.32780058334,3.4380225056249687,1758.6887154264966,3.4380225056249687,1758.6887154264966,1758.6887154264966,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,59,1925263632,520,0.02,15,0.08119469129986495,0.0,0.0,-1,0,36.31093190051615,32.81685664461782,17.616123012034222,53.012330007855695,1418.3762374590965,0.049149014019992485,1317.7265226753645,0.049149014019992485,1317.7265226753645,1317.7265226753645,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,59,1619008472,520,0.02,15,0.09450617305441944,0.0,0.0,-1,0,37.667565047740936,33.626857732171906,18.036639265017584,56.0363451323025,3541.3523600468184,0.22392246454236603,1712.3532708192802,0.22392246454236603,1712.3532708192802,1712.3532708192802,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,59,360626498,520,0.02,15,0.08021151527594383,0.0,0.0,-1,0,37.44996804744005,33.46498192762598,17.952906081918627,57.61049140285182,5761.0980199725545,0.9057820913057268,1239.389205333238,0.9057820913057268,1239.389205333238,1239.389205333238,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,60,1240885929,520,0.02,15,0.04699278575244551,1.0,1.0,55,20,33.851038897410035,30.071646496743107,16.16309578809887,48.35855298909874,15106.478149805202,3.143630001539192,1755.1326637804166,3.143630001539192,1755.1326637804166,1755.1326637804166,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,60,711811842,520,0.02,15,0.07920745714777977,1.0,1.0,163,1,37.837265990674496,33.68579618041762,18.07481919694692,53.67570763310326,1480.2414174865792,0.016742653453800927,1393.8182634564196,0.016742653453800927,1393.8182634564196,1393.8182634564196,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,60,1687037081,520,0.02,15,0.09231151928478032,0.0,0.0,-1,0,36.96617507375777,33.909979819481336,18.18894856888801,57.39722451077576,3367.4133644643357,0.028827560753404504,1788.2657963051274,0.028827560753404504,1788.2657963051274,1788.2657963051274,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,60,812085169,520,0.02,15,0.0674770069995691,1.0,1.0,51,10,36.3217550329864,33.16333846708473,17.797042658086866,59.97083216133744,12806.966431047762,0.6680336779509386,1285.6654995721606,0.6680336779509386,1285.6654995721606,1285.6654995721606,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,61,1851858492,520,0.02,15,0.05448590266361958,1.0,1.0,55,20,33.0285660456866,28.754490622444653,15.475033394992352,48.35026794597318,15025.344963930384,3.0702236938316676,1762.420364615051,3.0702236938316676,1762.420364615051,1762.420364615051,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,61,744852464,520,0.02,15,0.08616656456627705,0.0,0.0,-1,0,33.4598810877651,29.84364331037236,16.073026997037232,51.19267113688467,1354.3093227330469,0.3752143245678101,1276.0554522969842,0.3752143245678101,1276.0554522969842,1276.0554522969842,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,61,1426001516,520,0.02,15,0.098166079805409,0.0,0.0,-1,0,36.311734933406115,32.37438355348646,17.384721277980134,56.06716020679711,2923.2065834667173,0.6456912397016047,1782.7386775931218,0.6456912397016047,1782.7386775931218,1782.7386775931218,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,61,1108650675,520,0.02,15,0.06614756925347984,1.0,1.0,157,10,36.72144003212452,32.2962839608618,17.348466974915937,57.52850067163334,11385.096913893278,0.21287591144840828,1136.2412922352346,0.21287591144840828,1136.2412922352346,1136.2412922352346,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,62,900209675,520,0.02,15,0.054324837635180985,1.0,1.0,54,19,29.768977779895067,26.957070488536445,14.544309481047094,47.80432342963048,14935.260047739734,3.3026246509808117,1739.2767917565466,3.3026246509808117,1739.2767917565466,1739.2767917565466,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,62,19314526,520,0.02,15,0.08562229514930915,0.0,0.0,-1,0,33.28076493926346,29.634493185081876,15.963148846989498,51.51471253764323,1420.1198683569537,0.060797765040058446,1316.330087275703,0.060797765040058446,1316.330087275703,1316.330087275703,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,62,2112775688,520,0.02,15,0.09468150377829562,0.0,0.0,-1,0,34.950559027493,32.05138898248641,17.21459185704589,56.18253073484118,3367.8392332072453,0.19436488804222193,1625.008070367585,0.19436488804222193,1625.008070367585,1625.008070367585,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,62,907694531,520,0.02,15,0.06392065272047939,1.0,1.0,51,18,35.24507791735232,32.05257386793024,17.21558034303598,57.764519523509556,1561.0264990243068,0.8409928856730292,1215.0476251789282,0.8409928856730292,1215.0476251789282,1215.0476251789282,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,63,717277258,520,0.02,15,0.050261265267194905,1.0,1.0,54,21,31.96796216070652,29.2944889215645,15.74921413185075,47.91227794791003,15053.19191322408,3.38909998616213,1712.2689504041662,3.38909998616213,1712.2689504041662,1712.2689504041662,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,63,1884755621,520,0.02,15,0.07738456668735198,1.0,1.0,390,3,34.74922198802233,31.720018844890337,17.03920228104107,52.66106717800442,1637.3402669367656,0.026405547811111502,1272.958886611929,0.026405547811111502,1272.958886611929,1272.958886611929,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,63,6988557,520,0.02,15,0.08931172155435703,0.0,0.0,-1,0,34.8253829870373,31.931773188094105,17.149837614037097,55.03813821537017,3137.2990929401935,0.40030046225485866,1769.3521828242558,0.40030046225485866,1769.3521828242558,1769.3521828242558,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,63,187701136,520,0.02,15,0.06986112921763292,1.0,1.0,50,9,35.22187005728483,32.703828261359234,17.55131983011961,57.68668985720349,11586.171255680245,0.3980709435692096,1247.0810746411362,0.3980709435692096,1247.0810746411362,1247.0810746411362,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,64,1014468013,520,0.02,15,0.05140739312621685,1.0,1.0,54,21,31.58077015541494,29.16421599399585,15.681455758865923,48.43696061365206,15233.473429931735,3.402368566209123,1740.0162163959956,3.402368566209123,1740.0162163959956,1740.0162163959956,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,64,1039564229,520,0.02,15,0.07420384052460455,1.0,1.0,390,4,34.22471694648266,31.507141006519443,16.92833025404252,51.987337547251116,1749.0095700866882,0.023077899762877562,1342.3214144798387,0.023077899762877562,1342.3214144798387,1342.3214144798387,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,64,1838209004,520,0.02,15,0.09737073315389744,0.0,0.0,-1,0,35.00626492314041,32.227932878035624,17.302385622169822,55.16523163109484,2865.154378975551,0.04317799338223505,1680.5981136718722,0.04317799338223505,1680.5981136718722,1680.5981136718722,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,64,1033428674,520,0.02,15,0.07105503477112603,1.0,1.0,49,24,36.2570290453732,32.54449691113013,17.47007779707201,57.18517854131908,20018.05363504594,0.22876618238953092,1080.2274015500432,0.22876618238953092,1080.2274015500432,1080.2274015500432,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,65,1515697862,520,0.02,15,0.0566978140453078,1.0,1.0,53,19,32.07752504386008,29.396741551597817,15.802938524167985,48.82396906085705,14945.542550316612,3.580512700866873,1733.4689256826944,3.580512700866873,1733.4689256826944,1733.4689256826944,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,65,1680559477,520,0.02,15,0.08429180730147992,0.0,0.0,-1,0,34.76054803468287,31.894841526921553,17.13112580496818,53.100501652761025,1463.0382196869864,0.055926691438098766,1376.217674783061,0.055926691438098766,1376.217674783061,1376.217674783061,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,65,564881604,520,0.02,15,0.08631569454746031,0.0,0.0,-1,0,34.91453593596816,31.979245454287874,17.174285411834717,56.52289244981368,4087.5436035298953,0.08433568498028869,1731.3523985612253,0.08433568498028869,1731.3523985612253,1731.3523985612253,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,65,2071375914,520,0.02,15,0.06589233632978785,1.0,1.0,50,17,35.61532590538263,32.53285469523129,17.46310259704478,58.59688259898864,13647.125832769265,0.2418400598565181,1346.897328736587,0.2418400598565181,1346.897328736587,1346.897328736587,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,66,2024285041,520,0.02,15,0.05990584232018858,1.0,1.0,55,19,31.772930873557925,29.103430794426597,15.651669332990423,48.986601925911614,15114.926135800359,3.6499996724524313,1789.155849229139,3.6499996724524313,1789.155849229139,1789.155849229139,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,66,1518478044,520,0.02,15,0.07904578174910737,1.0,1.0,49,2,34.87024502828717,31.808077487557266,17.08684108708985,50.121975456232356,2139.0280518067443,0.07170346049794653,1116.2752203778023,0.07170346049794653,1116.2752203778023,1116.2752203778023,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,66,99505552,520,0.02,15,0.09375453795018804,0.0,0.0,-1,0,35.49947799183428,32.09482732748326,17.233633511001244,55.10151061202794,3300.2134293598533,0.1462336342472848,1655.074931323757,0.1462336342472848,1655.074931323757,1655.074931323757,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,66,587845131,520,0.02,15,0.03933711721508793,1.0,1.0,50,19,35.588901955634356,32.778385183953034,17.589883835986257,59.773304346095074,20641.19867618105,0.9455687869049759,1116.7463620068079,0.9455687869049759,1116.7463620068079,1116.7463620068079,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,67,284890506,520,0.02,15,0.06097360649440978,1.0,1.0,54,23,32.31862699612975,29.83332279120357,16.03093146905303,48.52575096404096,14947.571557278688,3.17548840419569,1725.270579265455,3.17548840419569,1725.270579265455,1725.270579265455,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,67,1439057354,520,0.02,15,0.06923558482004745,1.0,1.0,48,8,35.19617207348347,32.50637261035781,17.44867475796491,52.32021084385485,1481.2551004112988,0.08249015540501929,1335.851280545752,0.08249015540501929,1335.851280545752,1335.851280545752,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,67,54750940,520,0.02,15,0.08634332510704135,0.0,0.0,-1,0,35.25854088366032,32.44376781199557,17.41437352192588,55.35086586480219,3525.624538680596,0.3071219873594191,1632.3104892337035,0.3071219873594191,1632.3104892337035,1632.3104892337035,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,67,746325305,520,0.02,15,0.07134069260857351,1.0,1.0,51,12,35.71632201783359,32.94512868876784,17.67667595203966,56.863876367560835,24049.6451830308,0.2789859346230187,1198.5256547955437,0.2789859346230187,1198.5256547955437,1198.5256547955437,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,68,6626651,520,0.02,15,0.05633479742919514,1.0,1.0,55,16,32.029103953391314,29.64699785404194,15.930935545824468,48.17660645261349,15082.196386416013,3.4473381700132615,1770.1299565915801,3.4473381700132615,1770.1299565915801,1770.1299565915801,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,68,1649541966,520,0.02,15,0.08443013795504052,0.0,0.0,-1,0,34.9040781147778,32.296114143145346,17.33833310380578,51.6495607675894,1651.2552718717163,0.029819901822121363,1344.7471519063831,0.029819901822121363,1344.7471519063831,1344.7471519063831,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,68,807520703,520,0.02,15,0.08832923830218285,0.0,0.0,-1,0,35.47081700526178,32.65773563896521,17.52814610605128,55.55729262135903,3080.8532199526135,0.0786539671913061,1965.4200405601161,0.0786539671913061,1965.4200405601161,1965.4200405601161,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,68,1451208065,520,0.02,15,0.0678548113941992,1.0,1.0,152,12,35.46875808387995,32.829415113127865,17.61769872996956,56.56689225128872,17557.807880649663,0.7648341678876043,1423.6880742464189,0.7648341678876043,1423.6880742464189,1423.6880742464189,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,69,364289331,520,0.02,15,0.05143546112485474,1.0,1.0,55,21,32.31976903043687,29.795136517630173,16.00942013808526,48.280840631196796,14921.57835595857,3.625191512556608,1761.255311735226,3.625191512556608,1761.255311735226,1761.255311735226,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,69,2099234044,520,0.02,15,0.07253909815119021,1.0,1.0,48,5,34.92355905473232,32.37193023848634,17.381031546974555,50.764308553673054,1523.3816039792562,0.088405792015503,1257.8095582997028,0.088405792015503,1257.8095582997028,1257.8095582997028,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,69,927581971,520,0.02,15,0.09303590101569705,0.0,0.0,-1,0,35.44498886913061,32.65461664682684,17.52616246906109,55.90564805277489,4339.871885599814,0.1465899244905279,1788.9016543795803,0.1465899244905279,1788.9016543795803,1788.9016543795803,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,69,1861245099,520,0.02,15,0.07871105459389474,1.0,1.0,388,2,35.35702917724848,33.15320432123441,17.78398520196788,54.87461451301503,20777.93514538379,0.5921594911365253,1273.4404325188068,0.5921594911365253,1273.4404325188068,1273.4404325188068,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,70,2121343971,520,0.02,15,0.06261993671353146,1.0,1.0,55,19,32.191117061302066,29.588410693059604,15.90314371488057,47.5417786204638,14908.298211577498,3.734123421085489,1809.6403200424836,3.734123421085489,1809.6403200424836,1809.6403200424836,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,70,99016206,520,0.02,15,0.07918776441461028,1.0,1.0,390,3,35.09577107615769,31.508634349134248,16.948003083933145,49.755889785716754,1536.5605999093684,0.11305103029736907,1300.4968220389003,0.11305103029736907,1300.4968220389003,1300.4968220389003,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,70,2071606571,520,0.02,15,0.07961050548621976,1.0,1.0,164,1,35.38918192498386,31.990345447019745,17.198215580079705,55.128549755702096,3348.3134903736764,0.2203280837801599,1640.5874996768541,0.2203280837801599,1640.5874996768541,1640.5874996768541,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,70,623465425,520,0.02,15,0.07353624079635894,1.0,1.0,50,8,34.812767058610916,32.05796535073135,17.237970961024985,58.25756366971109,10036.48732920371,0.04121433164401715,1225.4652030786729,0.04121433164401715,1225.4652030786729,1225.4652030786729,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,71,2010345979,520,0.02,15,0.06201198900107429,1.0,1.0,54,21,32.08979498594999,28.354985330056827,15.289784816093743,48.522763036089536,14904.031334533185,3.441877155289011,1748.6041525850867,3.441877155289011,1748.6041525850867,1748.6041525850867,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,71,1851970779,520,0.02,15,0.07029877814893229,1.0,1.0,51,7,34.95784383267164,30.561915529408278,16.473369169048965,51.918898365677464,1483.9755388772016,0.13320220499122865,1448.366808795541,0.13320220499122865,1448.366808795541,1448.366808795541,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,71,166478992,520,0.02,15,0.08991223235028101,0.0,0.0,-1,0,38.47831883467734,31.38198364266338,16.883337415987626,56.7118178817674,3500.1107389786466,0.033028185900441064,1635.0135842686059,0.033028185900441064,1635.0135842686059,1635.0135842686059,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,71,1290310897,520,0.02,15,0.06524688945640675,1.0,1.0,49,14,33.50514289923012,30.71334029888161,16.587463659932837,57.80039577015909,5609.319787543769,0.024318838058342285,1386.2371589508377,0.024318838058342285,1386.2371589508377,1386.2371589508377,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,72,174356552,520,0.02,15,0.05661872130273252,1.0,1.0,53,17,33.600714057683945,28.135278758754094,15.182005459908396,48.449611152220186,15166.748765825056,3.5469615918650397,1785.7697273447527,3.5469615918650397,1785.7697273447527,1785.7697273447527,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,72,739288336,520,0.02,15,0.08192524218581024,0.0,0.0,-1,0,46.14307684823871,30.062721592212956,16.240696175955236,52.124857047928046,1319.803020497783,0.059612075610312364,1187.6264430091865,0.059612075610312364,1187.6264430091865,1187.6264430091865,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,72,1893757008,520,0.02,15,0.09051089052509825,0.0,0.0,-1,0,41.86983499675989,30.628605405441842,16.537364296149462,54.725854930618134,3114.7535917355285,0.018440538883389538,1773.581364483335,0.018440538883389538,1773.581364483335,1773.581364483335,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,72,119405623,520,0.02,15,0.06934224499481648,1.0,1.0,49,12,35.52796714939177,31.53816818510397,16.99525395804085,64.77307777365775,12808.183442709405,0.11784043103520164,1323.6816518426383,0.11784043103520164,1323.6816518426383,1323.6816518426383,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,73,1256948811,520,0.02,15,0.0501758524403954,1.0,1.0,54,20,33.46884390339255,28.9777741933134,15.608758918941021,47.80018584618402,15092.940493673612,4.029603056129732,1750.9518707546158,4.029603056129732,1750.9518707546158,1750.9518707546158,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,73,1638256583,520,0.02,15,0.0728807212121699,1.0,1.0,393,9,35.77451687306166,31.260687281610444,16.844858419848606,52.11683551805032,1998.9599294352183,0.1112473863645534,1207.7636621365523,0.1112473863645534,1207.7636621365523,1207.7636621365523,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,73,1436250863,520,0.02,15,0.09542784892268687,0.0,0.0,-1,0,38.43014105223119,31.02924478231356,16.73951240698807,56.111801581615715,3759.2816831887403,0.713640246878439,1751.8012489271625,0.713640246878439,1751.8012489271625,1751.8012489271625,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,73,3261571,520,0.02,15,0.0774047055344477,1.0,1.0,158,6,36.585927940905094,30.431632870861975,16.431806815089658,57.64097375167639,21488.851028484154,0.3390669607616868,1271.118648889341,0.3390669607616868,1271.118648889341,1271.118648889341,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,74,1453808600,520,0.02,15,0.06036668017747783,1.0,1.0,53,21,40.65814078785479,28.805066857379504,15.52926657604985,48.77472762340245,14968.373884041517,3.601473214095665,1755.5983470926958,3.601473214095665,1755.5983470926958,1755.5983470926958,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,74,199379981,520,0.02,15,0.07931264338554193,1.0,1.0,390,1,37.16473304666579,31.540702188906906,17.00557890208438,53.785346288518404,1672.5272494024214,0.08580996073744934,1341.4052366848603,0.08580996073744934,1341.4052366848603,1341.4052366848603,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,74,1729115319,520,0.02,15,0.08816180442848374,0.0,0.0,-1,0,78.03737814538181,31.661488544733192,17.07365967007354,55.756946276938535,3632.2418349707095,0.24690689310223288,1777.1978349828316,0.24690689310223288,1777.1978349828316,1777.1978349828316,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,74,2133533936,520,0.02,15,0.06756180272521028,1.0,1.0,472,8,73.33209598436952,30.908535939390557,16.68467117496766,58.303823973507235,29097.516115348226,0.6191905389723863,1245.8409885612773,0.6191905389723863,1245.8409885612773,1245.8409885612773,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,75,2073482013,520,0.02,15,0.050290927978080886,1.0,1.0,55,23,29.89510097540915,26.71163093047933,14.438540743198246,48.19078271067799,15181.784591505873,3.8030484273540206,1739.230276734691,3.8030484273540206,1739.230276734691,1739.230276734691,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,75,1666475392,520,0.02,15,0.08705880767217217,0.0,0.0,-1,0,32.49821299687028,28.77732099732384,15.551777876913548,55.314211747012514,1634.7318206907478,0.22586017908697842,1276.0180237112074,0.22586017908697842,1276.0180237112074,1276.0180237112074,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
